route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
FLXP-158,125-A-Weekday-50,9898153-125-A-Weekday-50,"Pacifica",2201023,0,,FLXP0055
FLXP-158,125-A-Weekday-50,9898154-125-A-Weekday-50,"Pacifica",2201025,0,,FLXP0055
FLXP-158,125-A-Weekday-50,9898155-125-A-Weekday-50,"Pacifica",2201027,0,,FLXP0055
FLXP-158,125-A-Weekday-50,9898156-125-A-Weekday-50,"Pacifica",2201029,0,,FLXP0055
FLXP-158,125-A-Weekday-50,9898157-125-A-Weekday-50,"Pacifica",2201031,0,,FLXP0055
17-158,125-A-Weekday-50,9898158-125-A-Weekday-50,"Linda Mar Park & Ride",171020,0,,170516
17-158,125-A-Weekday-50,9898159-125-A-Weekday-50,"Linda Mar Park & Ride",171024,0,,170516
17-158,125-A-Weekday-50,9898160-125-A-Weekday-50,"Linda Mar Park & Ride",171028,0,,170516
17-158,125-A-Weekday-50,9898161-125-A-Weekday-50,"Linda Mar Park & Ride",171018,0,,170515
17-158,125-A-Weekday-50,9898162-125-A-Weekday-50,"Moonridge Apts",171013,1,,170512
17-158,125-A-Weekday-50,9898163-125-A-Weekday-50,"Moonridge Apts",171011,1,,170513
17-158,125-A-Weekday-50,9898164-125-A-Weekday-50,"Moonridge Apts",171009,1,,170512
17-158,125-A-Weekday-50,9898165-125-A-Weekday-50,"Moonridge Apts",171003,1,,170512
17-158,125-A-Weekday-50,9898166-125-A-Weekday-50,"Pescadero",171001,1,,170514
17-158,125-A-Weekday-50,9898167-125-A-Weekday-50,"Moonridge Apts",171007,1,,170513
17-158,125-A-Weekday-50,9898168-125-A-Weekday-50,"Moonridge Apts",171005,1,,170512
18-158,125-A-Weekday-50-SDon,9898193-125-A-Weekday-50-SDon,"Main/7th",181006,0,,180040
18-158,125-A-Weekday-50-SDon,9898194-125-A-Weekday-50-SDon,"Miramontes/Moonridge Apts",181009,1,,180042
18-158,125-A-Weekday-50-SDon,9898195-125-A-Weekday-50-SDon,"Miramontes/Moonridge Apts",181011,1,,180042
18-158,125-A-Weekday-50-SDon,9898196-125-A-Weekday-50-SDon,"Main/7th",181008,0,,180039
18-158,125-A-Weekday-50-SDon,9898197-125-A-Weekday-50-SDon,"Main/Lewis Foster",181005,1,,180043
18-158,125-A-Weekday-50-SDon,9898198-125-A-Weekday-50-SDon,"Kelly/Church",181001,1,,180041
18-158,125-A-Weekday-50-SDon,9898199-125-A-Weekday-50-SDon,"Main/Lewis Foster",181004,0,,180035
18-158,125-A-Weekday-50-SDon,9898200-125-A-Weekday-50-SDon,"Main/Lewis Foster",181002,0,,180035
18-158,125-A-Weekday-50-SDon-1110100,9898207-125-A-Weekday-50-SDon-1110100,"Kelly/Church",181003,1,,180041
SMCS-158,125-A-Weekday-50,9898216-125-A-Weekday-50,"",2521002,1,,SMCS0005
SMCS-158,125-A-Weekday-50,9898217-125-A-Weekday-50,"",2521004,1,,SMCS0005
SMCS-158,125-A-Weekday-50,9898218-125-A-Weekday-50,"",2521006,1,,SMCS0005
SMCS-158,125-A-Weekday-50,9898219-125-A-Weekday-50,"",2521008,1,,SMCS0005
SMCS-158,125-A-Weekday-50,9898220-125-A-Weekday-50,"",2521010,1,,SMCS0005
SMCS-158,125-A-Weekday-50,9898221-125-A-Weekday-50,"",2521012,1,,SMCS0005
SMCS-158,125-A-Weekday-50,9898222-125-A-Weekday-50,"",2521014,1,,SMCS0005
SMCS-158,125-A-Weekday-50,9898223-125-A-Weekday-50,"",2521016,1,,SMCS0005
18-158,125-A-Weekday-50-SDon-0101000,9898225-125-A-Weekday-50-SDon-0101000,"Kelly/Church",184007,1,,180041
17-158,125-A-Saturday-50,9898235-125-A-Saturday-50,"Linda Mar Park & Ride",176002,0,,170509
17-158,125-A-Saturday-50,9898236-125-A-Saturday-50,"Linda Mar Park & Ride",176004,0,,170509
17-158,125-A-Saturday-50,9898237-125-A-Saturday-50,"Linda Mar Park & Ride",176006,0,,170511
17-158,125-A-Saturday-50,9898238-125-A-Saturday-50,"Linda Mar Park & Ride",176008,0,,170511
17-158,125-A-Saturday-50,9898239-125-A-Saturday-50,"Linda Mar Park & Ride",176010,0,,170511
17-158,125-A-Saturday-50,9898240-125-A-Saturday-50,"Linda Mar Park & Ride",176012,0,,170511
17-158,125-A-Saturday-50,9898241-125-A-Saturday-50,"Linda Mar Park & Ride",176014,0,,170509
17-158,125-A-Saturday-50,9898242-125-A-Saturday-50,"Linda Mar Park & Ride",176016,0,,170509
17-158,125-A-Saturday-50,9898243-125-A-Saturday-50,"Moonridge Apts",176001,1,,170508
17-158,125-A-Saturday-50,9898244-125-A-Saturday-50,"Moonridge Apts",176003,1,,170510
17-158,125-A-Saturday-50,9898245-125-A-Saturday-50,"Moonridge Apts",176005,1,,170510
17-158,125-A-Saturday-50,9898246-125-A-Saturday-50,"Moonridge Apts",176007,1,,170510
17-158,125-A-Saturday-50,9898247-125-A-Saturday-50,"Moonridge Apts",176009,1,,170510
17-158,125-A-Saturday-50,9898248-125-A-Saturday-50,"Moonridge Apts",176011,1,,170508
17-158,125-A-Saturday-50,9898249-125-A-Saturday-50,"Moonridge Apts",176013,1,,170508
17-158,125-A-Saturday-50,9898250-125-A-Saturday-50,"Moonridge Apts",176015,1,,170508
17-158,125-A-Sunday-50,9898265-125-A-Sunday-50,"Linda Mar Park & Ride",177002,0,,170509
17-158,125-A-Sunday-50,9898266-125-A-Sunday-50,"Linda Mar Park & Ride",177004,0,,170509
17-158,125-A-Sunday-50,9898267-125-A-Sunday-50,"Linda Mar Park & Ride",177006,0,,170511
17-158,125-A-Sunday-50,9898268-125-A-Sunday-50,"Linda Mar Park & Ride",177008,0,,170511
17-158,125-A-Sunday-50,9898269-125-A-Sunday-50,"Linda Mar Park & Ride",177010,0,,170511
17-158,125-A-Sunday-50,9898270-125-A-Sunday-50,"Linda Mar Park & Ride",177012,0,,170511
17-158,125-A-Sunday-50,9898271-125-A-Sunday-50,"Linda Mar Park & Ride",177014,0,,170509
17-158,125-A-Sunday-50,9898272-125-A-Sunday-50,"Linda Mar Park & Ride",177016,0,,170509
17-158,125-A-Sunday-50,9898273-125-A-Sunday-50,"Moonridge Apts",177001,1,,170508
17-158,125-A-Sunday-50,9898274-125-A-Sunday-50,"Moonridge Apts",177003,1,,170510
17-158,125-A-Sunday-50,9898275-125-A-Sunday-50,"Moonridge Apts",177005,1,,170510
17-158,125-A-Sunday-50,9898276-125-A-Sunday-50,"Moonridge Apts",177007,1,,170510
17-158,125-A-Sunday-50,9898277-125-A-Sunday-50,"Moonridge Apts",177009,1,,170510
17-158,125-A-Sunday-50,9898278-125-A-Sunday-50,"Moonridge Apts",177011,1,,170508
17-158,125-A-Sunday-50,9898279-125-A-Sunday-50,"Moonridge Apts",177013,1,,170508
17-158,125-A-Sunday-50,9898280-125-A-Sunday-50,"Moonridge Apts",177015,1,,170508
292-158,125-C-Weekday-50,9920975-125-C-Weekday-50,"Hillsdale Mall",2921067,1,,2921015
KX-158,125-C-Weekday-50,9920976-125-C-Weekday-50,"San Francisco",2041006,0,,KX0140
292-158,125-C-Weekday-50,9920977-125-C-Weekday-50,"Hillsdale Mall",2921027,1,,2921015
122-158,125-C-Weekday-50,9920978-125-C-Weekday-50,"South SF BART",1221057,1,,1220499
292-158,125-C-Weekday-50,9920979-125-C-Weekday-50,"San Francisco",2921040,0,,2921014
292-158,125-C-Weekday-50,9920980-125-C-Weekday-50,"Hillsdale Mall",2921047,1,,2921016
292-158,125-C-Weekday-50,9920981-125-C-Weekday-50,"SF Airport",2921007,1,,2921018
292-158,125-C-Weekday-50,9920982-125-C-Weekday-50,"San Francisco",2921066,0,,2921014
KX-158,125-C-Weekday-50,9920983-125-C-Weekday-50,"Redwood City Transit Center",2041007,1,,KX0142
292-158,125-C-Weekday-50,9920984-125-C-Weekday-50,"Hillsdale Mall",2921025,1,,2921015
292-158,125-C-Weekday-50,9920985-125-C-Weekday-50,"San Francisco",2921016,0,,2921017
78-158,125-C-Weekday-50-SDon,9920986-125-C-Weekday-50-SDon,"Woodside High School",781002,0,,780006
60-158,125-C-Weekday-50-SDon,9920987-125-C-Weekday-50-SDon,"Ralston School",601005,1,,600160
78-158,125-C-Weekday-50-SDon,9920988-125-C-Weekday-50-SDon,"",781004,0,,780006
122-158,125-C-Weekday-50,9920989-125-C-Weekday-50,"Stonestown/SF State",1221072,0,,1220498
296-158,125-C-Weekday-50,9920990-125-C-Weekday-50,"Redwood City Transit Center",2961021,1,,2960240
296-158,125-C-Weekday-50,9920991-125-C-Weekday-50,"Redwood City Transit Center",2961040,0,,2960218
296-158,125-C-Weekday-50,9920992-125-C-Weekday-50,"Redwood City Transit Center",2961037,1,,2960240
296-158,125-C-Weekday-50,9920993-125-C-Weekday-50,"Redwood City Transit Center",2961056,0,,2960218
296-158,125-C-Weekday-50,9920994-125-C-Weekday-50,"Redwood City Transit Center",2961053,1,,2960240
296-158,125-C-Weekday-50,9920995-125-C-Weekday-50,"Redwood City Transit Center",2961072,0,,2960218
296-158,125-C-Weekday-50,9920996-125-C-Weekday-50,"Redwood City Transit Center",2961069,1,,2960240
296-158,125-C-Weekday-50,9920997-125-C-Weekday-50,"Redwood City Transit Center",2961090,0,,2960218
296-158,125-C-Weekday-50,9920998-125-C-Weekday-50,"Redwood City Transit Center",2961089,1,,2960240
296-158,125-C-Weekday-50,9920999-125-C-Weekday-50,"Redwood City Transit Center",2961106,0,,2960218
296-158,125-C-Weekday-50,9921000-125-C-Weekday-50,"Redwood City Transit Center",2961105,1,,2960240
296-158,125-C-Weekday-50,9921001-125-C-Weekday-50,"Redwood City Transit Center",2961116,0,,2960218
60-158,125-C-Weekday-50-SDon-0010000,9921002-125-C-Weekday-50-SDon-0010000,"Ralston/Alameda",601011,1,,600157
122-158,125-C-Weekday-50,9921003-125-C-Weekday-50,"Stonestown/SF State",1221068,0,,1220498
122-158,125-C-Weekday-50,9921004-125-C-Weekday-50,"South SF BART",1221069,1,,1220499
296-158,125-C-Weekday-50,9921005-125-C-Weekday-50,"Redwood City Transit Center",2961009,1,,2960240
296-158,125-C-Weekday-50,9921006-125-C-Weekday-50,"Redwood City Transit Center",2961028,0,,2960218
296-158,125-C-Weekday-50,9921007-125-C-Weekday-50,"Redwood City Transit Center",2961025,1,,2960240
296-158,125-C-Weekday-50,9921008-125-C-Weekday-50,"Redwood City Transit Center",2961044,0,,2960218
296-158,125-C-Weekday-50,9921009-125-C-Weekday-50,"Redwood City Transit Center",2961041,1,,2960240
296-158,125-C-Weekday-50,9921010-125-C-Weekday-50,"Redwood City Transit Center",2961060,0,,2960218
296-158,125-C-Weekday-50,9921011-125-C-Weekday-50,"Redwood City Transit Center",2961057,1,,2960240
296-158,125-C-Weekday-50,9921012-125-C-Weekday-50,"Redwood City Transit Center",2961076,0,,2960218
296-158,125-C-Weekday-50,9921013-125-C-Weekday-50,"Redwood City Transit Center",2961073,1,,2960240
296-158,125-C-Weekday-50,9921014-125-C-Weekday-50,"Redwood City Transit Center",2961094,0,,2960218
296-158,125-C-Weekday-50,9921015-125-C-Weekday-50,"Redwood City Transit Center",2961093,1,,2960240
296-158,125-C-Weekday-50,9921016-125-C-Weekday-50,"Redwood City Transit Center",2961108,0,,2960218
296-158,125-C-Weekday-50,9921017-125-C-Weekday-50,"Redwood City Transit Center",2961107,1,,2960240
122-158,125-C-Weekday-50,9921018-125-C-Weekday-50,"Stonestown/SF State",1221054,0,,1220498
296-158,125-C-Weekday-50,9921019-125-C-Weekday-50,"Redwood City Transit Center",2961118,0,,2960216
122-158,125-C-Weekday-50,9921020-125-C-Weekday-50,"South SF BART",1221041,1,,1220499
122-158,125-C-Weekday-50,9921021-125-C-Weekday-50,"South SF BART",1221061,1,,1220499
84-158,125-C-Weekday-50-SDon,9921022-125-C-Weekday-50-SDon,"Hillview School",841001,1,,840035
292-158,125-C-Weekday-50,9921023-125-C-Weekday-50,"San Francisco",2921038,0,,2921014
296-158,125-C-Weekday-50,9921024-125-C-Weekday-50,"Redwood City Transit Center",2961019,1,,2960240
296-158,125-C-Weekday-50,9921025-125-C-Weekday-50,"Redwood City Transit Center",2961038,0,,2960218
296-158,125-C-Weekday-50,9921026-125-C-Weekday-50,"Redwood City Transit Center",2961035,1,,2960240
296-158,125-C-Weekday-50,9921027-125-C-Weekday-50,"Redwood City Transit Center",2961054,0,,2960218
296-158,125-C-Weekday-50,9921028-125-C-Weekday-50,"Redwood City Transit Center",2961051,1,,2960240
296-158,125-C-Weekday-50,9921029-125-C-Weekday-50,"Redwood City Transit Center",2961070,0,,2960218
296-158,125-C-Weekday-50,9921030-125-C-Weekday-50,"Redwood City Transit Center",2961067,1,,2960240
296-158,125-C-Weekday-50,9921031-125-C-Weekday-50,"Redwood City Transit Center",2961088,0,,2960218
296-158,125-C-Weekday-50,9921032-125-C-Weekday-50,"Redwood City Transit Center",2961087,1,,2960240
296-158,125-C-Weekday-50,9921033-125-C-Weekday-50,"Redwood City Transit Center",2961104,0,,2960218
296-158,125-C-Weekday-50,9921034-125-C-Weekday-50,"Redwood City Transit Center",2961103,1,,2960240
296-158,125-C-Weekday-50,9921035-125-C-Weekday-50,"Redwood City Transit Center",2961114,0,,2960218
296-158,125-C-Weekday-50,9921036-125-C-Weekday-50,"Palo Alo Transit Center",2961111,1,,2960241
296-158,125-C-Weekday-50,9921038-125-C-Weekday-50,"Redwood City Transit Center",2961120,0,,2960216
292-158,125-C-Weekday-50,9921039-125-C-Weekday-50,"Hillsdale Mall",2921045,1,,2921016
57-158,125-C-Weekday-50-SDon-1110100,9921040-125-C-Weekday-50-SDon-1110100,"Hillsdale High",571001,1,,570041
122-158,125-C-Weekday-50,9921041-125-C-Weekday-50,"Stonestown/SF State",1221060,0,,1220498
296-158,125-C-Weekday-50,9921042-125-C-Weekday-50,"Redwood City Transit Center",2961080,0,,2960218
296-158,125-C-Weekday-50,9921043-125-C-Weekday-50,"Redwood City Transit Center",2961079,1,,2960240
296-158,125-C-Weekday-50,9921044-125-C-Weekday-50,"Redwood City Transit Center",2961100,0,,2960218
296-158,125-C-Weekday-50,9921045-125-C-Weekday-50,"Redwood City Transit Center",2961099,1,,2960240
292-158,125-C-Weekday-50,9921046-125-C-Weekday-50,"San Francisco",2921062,0,,2921014
286-158,125-C-Weekday-50-SDon-0011000,9921047-125-C-Weekday-50-SDon-0011000,"Middlefield/Oak Grove",2863008,0,,2860096
122-158,125-C-Weekday-50,9921048-125-C-Weekday-50,"South SF BART",1221047,1,,1220499
82-158,125-C-Weekday-50-SDon-0011000,9921049-125-C-Weekday-50-SDon-0011000,"Bay/Marsh",821002,0,,820038
292-158,125-C-Weekday-50,9921050-125-C-Weekday-50,"San Francisco",2921058,0,,2921014
122-158,125-C-Weekday-50,9921051-125-C-Weekday-50,"South SF BART",1221071,1,,1220499
296-158,125-C-Weekday-50,9921052-125-C-Weekday-50,"Redwood City Transit Center",2961016,0,,2960218
296-158,125-C-Weekday-50,9921053-125-C-Weekday-50,"Redwood City Transit Center",2961013,1,,2960240
